# Deep-sky objects — format: id,name,ra_hours,dec_degrees,magnitude,type
# To expand: replace with OpenNGC CSV (github.com/mattiaverga/OpenNGC)
# Type codes: oc=open cluster  gc=globular cluster  neb=nebula  gal=galaxy  pn=planetary nebula
#
# DSOs from OpenNGC — id,name,ra_hours,dec_degrees,magnitude,type
NGC2517,NGC 2517,8.046408,-12.317833,11.92,gal
NGC2523,NGC 2523,8.250025,73.578972,11.9,gal
NGC2525,NGC 2525,8.093900,-11.427028,11.47,gal
NGC2537,Bear Claw Nebula,8.220733,45.989806,11.71,gal
NGC2541,NGC 2541,8.244478,49.061722,11.7,gal
NGC2549,NGC 2549,8.316208,57.803056,11.14,gal
NGC2559,NGC 2559,8.285019,-27.455833,11.33,gal
NGC2566,NGC 2566,8.312683,-25.499528,10.81,gal
NGC2613,NGC 2613,8.556344,-22.973667,10.38,gal
NGC2634,NGC 2634,8.807053,73.967167,11.97,gal
NGC2639,NGC 2639,8.727244,50.205556,11.76,gal
NGC2640,NGC 2640,8.623506,-55.123750,11.02,gal
NGC2648,NGC 2648,8.711056,14.285611,11.88,gal
NGC2654,NGC 2654,8.819964,60.221111,11.69,gal
NGC2655,NGC 2655,8.927147,78.223083,10.39,gal
NGC2663,NGC 2663,8.752292,-33.794750,10.59,gal
NGC2665,NGC 2665,8.766942,-19.302889,11.63,gal
NGC2672,NGC 2672,8.822747,19.074972,11.64,gal
NGC2681,NGC 2681,8.892428,51.313667,10.86,gal
NGC2683,NGC 2683,8.878147,33.421750,9.69,gal
NGC2685,Helix Galaxy,8.926308,58.734389,11.35,gal
NGC2693,NGC 2693,8.949797,51.347444,11.86,gal
NGC2698,NGC 2698,8.926808,-3.183944,11.86,gal
NGC2708,NGC 2708,8.935569,-3.360111,11.96,gal
NGC2713,NGC 2713,8.955697,2.921306,11.82,gal
NGC2715,NGC 2715,9.135056,78.085167,11.49,gal
NGC2732,NGC 2732,9.223536,79.187333,11.89,gal
NGC2742,NGC 2742,9.125981,60.479333,11.49,gal
NGC2748,NGC 2748,9.228617,76.475333,11.68,gal
NGC2749,NGC 2749,9.089256,18.313111,11.84,gal
NGC2768,NGC 2768,9.193750,60.037222,9.87,gal
NGC2775,NGC 2775,9.172256,7.037944,10.24,gal
NGC2776,NGC 2776,9.204031,44.954833,11.68,gal
NGC2781,NGC 2781,9.190978,-14.816833,11.57,gal
NGC2784,NGC 2784,9.205417,-24.172611,10.1,gal
NGC2787,NGC 2787,9.321833,69.203250,11.25,gal
NGC2792,NGC 2792,9.207381,-42.427500,11.6,pn
NGC2805,NGC 2805,9.339003,64.102778,11.56,gal
NGC2811,NGC 2811,9.269753,-16.312722,11.45,gal
NGC2815,NGC 2815,9.272153,-23.633250,11.86,gal
NGC2818,NGC 2818,9.267083,-36.626944,11.6,pn
NGC2822,NGC 2822,9.230478,-69.644833,11.4,gal
NGC2832,NGC 2832,9.329683,33.749750,11.79,gal
NGC2835,NGC 2835,9.298031,-22.354667,10.64,gal
NGC2841,NGC 2841,9.367397,50.976528,10.18,gal
NGC2845,NGC 2845,9.310197,-38.010083,11.97,gal
NGC2855,NGC 2855,9.357636,-11.909500,11.05,gal
NGC2859,NGC 2859,9.405147,34.513500,10.94,gal
NGC2865,NGC 2865,9.391725,-23.161444,11.48,gal
NGC2867,NGC 2867,9.356936,-58.311667,9.7,pn
NGC2872,NGC 2872,9.428483,11.432139,11.86,gal
NGC2880,NGC 2880,9.492933,62.490556,11.61,gal
NGC2887,NGC 2887,9.390014,-63.812556,11.66,gal
NGC2889,NGC 2889,9.453497,-11.643417,11.78,gal
NGC2899,NGC 2899,9.450822,-56.106028,11.8,pn
NGC2903,NGC 2903,9.536142,21.500833,8.91,gal
NGC2907,NGC 2907,9.526867,-16.734667,11.63,gal
NGC2935,NGC 2935,9.612458,-21.128139,11.19,gal
NGC2950,NGC 2950,9.709764,58.851278,11.03,gal
NGC2962,NGC 2962,9.681647,5.165806,11.88,gal
NGC2964,NGC 2964,9.715064,31.847389,11.37,gal
NGC2967,NGC 2967,9.700914,0.336444,11.61,gal
NGC2968,NGC 2968,9.720003,31.928694,11.73,gal
NGC2974,NGC 2974,9.709244,-3.699139,10.89,gal
NGC2976,NGC 2976,9.787628,67.916389,10.16,gal
NGC2983,NGC 2983,9.728083,-20.477194,11.87,gal
NGC2985,NGC 2985,9.839508,72.278639,10.51,gal
NGC2986,NGC 2986,9.737789,-21.278000,10.64,gal
NGC2997,NGC 2997,9.760775,-31.191083,9.41,gal
NGC3001,NGC 3001,9.771850,-30.437472,11.57,gal
NGC3003,NGC 3003,9.810014,33.421500,11.78,gal
NGC3027,NGC 3027,9.927944,72.203556,11.76,gal
NGC3031,Bode's Galaxy,9.925881,69.065306,6.92,gal
NGC3034,Cigar Galaxy,9.931314,69.679389,8.3,gal
NGC3038,NGC 3038,9.854292,-32.752556,11.69,gal
NGC3041,NGC 3041,9.885317,16.677667,11.55,gal
NGC3044,NGC 3044,9.894689,1.579639,11.94,gal
NGC3054,NGC 3054,9.907944,-25.703444,11.48,gal
NGC3056,NGC 3056,9.909133,-28.298194,11.7,gal
NGC3059,NGC 3059,9.835600,-73.922194,11.3,gal
NGC3077,NGC 3077,10.055297,68.733917,9.88,gal
NGC3078,NGC 3078,9.973503,-26.926667,11.16,gal
NGC3079,NGC 3079,10.032722,55.679778,10.71,gal
NGC3087,NGC 3087,9.985739,-34.225222,11.43,gal
NGC3091,NGC 3091,10.003969,-19.636972,11.0,gal
NGC3095,NGC 3095,10.001619,-31.552861,11.63,gal
NGC3098,NGC 3098,10.037969,24.711083,11.96,gal
NGC3100,NGC 3100,10.011344,-31.664528,11.37,gal
NGC3108,NGC 3108,10.041397,-31.677417,11.47,gal
NGC3109,NGC 3109,10.051911,-26.159583,10.54,gal
NGC3115,Spindle Galaxy,10.087217,-7.718583,9.09,gal
NGC3132,Eight-Burst Nebula,10.117147,-40.436583,9.2,pn
NGC3136,NGC 3136,10.096711,-67.377972,10.67,gal
NGC3136B,NGC 3136,10.170258,-67.005083,11.79,gal
NGC3137,NGC 3137,10.152078,-29.064306,11.57,gal
NGC3145,NGC 3145,10.169408,-12.433778,12.0,gal
NGC3147,NGC 3147,10.281569,73.400750,11.94,gal
NGC3158,NGC 3158,10.230700,38.764889,11.88,gal
NGC3162,NGC 3162,10.225442,22.737556,11.72,gal
NGC3166,NGC 3166,10.229333,3.424722,10.62,gal
NGC3169,NGC 3169,10.237514,3.466083,10.89,gal
NGC3175,NGC 3175,10.245031,-28.872056,11.26,gal
NGC3184,NGC 3184,10.304683,41.424056,9.84,gal
NGC3189,NGC 3189,10.301564,21.832306,11.05,gal
NGC3193,NGC 3193,10.306917,21.893972,11.02,gal
NGC3195,NGC 3195,10.155828,-80.858583,11.6,pn
NGC3198,NGC 3198,10.331931,45.549611,10.38,gal
NGC3211,NGC 3211,10.297364,-62.670056,10.7,pn
NGC3223,NGC 3223,10.359744,-34.266806,10.96,gal
NGC3227,NGC 3227,10.391828,19.865056,11.72,gal
NGC3239,NGC 3239,10.418025,17.163583,11.4,gal
NGC3242,Jupiter's Ghost Nebula,10.412800,-18.642222,7.7,pn
NGC3245,NGC 3245,10.455108,28.507444,10.75,gal
NGC3247,NGC 3247,10.403889,-57.763333,7.6,neb
NGC3250,NGC 3250,10.442300,-39.943944,11.02,gal
NGC3254,NGC 3254,10.488872,29.491833,11.66,gal
NGC3256,NGC 3256,10.464242,-43.903750,11.58,gal
NGC3258,NGC 3258,10.481547,-35.605528,11.41,gal
NGC3261,NGC 3261,10.483739,-44.656833,11.41,gal
NGC3268,NGC 3268,10.500183,-35.325472,11.41,gal
NGC3271,NGC 3271,10.507358,-35.359500,11.73,gal
NGC3275,NGC 3275,10.514389,-36.736972,11.65,gal
NGC3277,NGC 3277,10.548736,28.511722,11.65,gal
NGC3281,NGC 3281,10.531136,-34.853694,11.95,gal
NGC3283,NGC 3283,10.519889,-46.251278,11.74,gal
NGC3285,NGC 3285,10.559956,-27.454444,11.98,gal
NGC3294,NGC 3294,10.604514,37.324694,11.68,gal
NGC3301,NGC 3301,10.615567,21.882139,11.41,gal
NGC3309,NGC 3309,10.609917,-27.518444,11.74,gal
NGC3310,NGC 3310,10.646072,53.503389,11.61,gal
NGC3311,NGC 3311,10.611894,-27.528333,11.32,gal
NGC3313,NGC 3313,10.623736,-25.319444,11.73,gal
NGC3318,NGC 3318,10.620975,-41.627556,11.5,gal
NGC3319,NGC 3319,10.652628,41.686667,11.37,gal
NGC3324,NGC 3324,10.621169,-58.619556,6.7,oc
NGC3338,NGC 3338,10.702094,13.747000,10.88,gal
NGC3344,NGC 3344,10.725319,24.922222,9.98,gal
NGC3347,NGC 3347,10.712931,-36.352667,11.51,gal
NGC3348,NGC 3348,10.786111,72.839667,10.92,gal
NGC3351,M095 / NGC 3351,10.732694,11.703806,9.77,gal
NGC3358,NGC 3358,10.725839,-36.410694,11.61,gal
NGC3359,NGC 3359,10.776906,63.224222,10.55,gal
NGC3366,NGC 3366,10.585633,-43.691806,11.71,gal
NGC3367,NGC 3367,10.776375,13.750861,11.73,gal
NGC3368,M096 / NGC 3368,10.779372,11.819944,9.21,gal
NGC3372,Carina Nebula,10.752369,-59.866694,3.0,neb
NGC3377,NGC 3377,10.795092,13.985917,10.27,gal
NGC3379,M105 / NGC 3379,10.797108,12.581611,9.27,gal
NGC3384,NGC 3384,10.804692,12.629278,9.96,gal
NGC3402,NGC 3402,10.840686,-12.844611,11.89,gal
NGC3412,NGC 3412,10.848133,13.412139,10.53,gal
NGC3414,NGC 3414,10.854503,27.975111,11.09,gal
NGC3423,NGC 3423,10.853981,5.840028,11.17,gal
NGC3430,NGC 3430,10.869833,32.950444,11.81,gal
NGC3432,NGC 3432,10.875314,36.618778,11.27,gal
NGC3448,NGC 3448,10.910889,54.304861,11.98,gal
NGC3450,NGC 3450,10.801006,-20.849194,11.83,gal
NGC3486,NGC 3486,11.006631,28.975139,10.57,gal
NGC3489,NGC 3489,11.005158,13.901222,10.23,gal
NGC3511,NGC 3511,11.056603,-23.086778,11.02,gal
NGC3513,NGC 3513,11.062800,-23.245500,11.66,gal
NGC3521,NGC 3521,11.096828,-0.035861,9.11,gal
NGC3556,M108 / NGC 3556,11.191936,55.674111,10.05,gal
NGC3557,NGC 3557,11.166011,-37.539167,10.42,gal
NGC3585,NGC 3585,11.221414,-26.754833,9.69,gal
NGC3587,Owl Nebula,11.246586,55.019028,9.9,pn
NGC3593,NGC 3593,11.243611,12.817667,10.91,gal
NGC3596,NGC 3596,11.251725,14.787028,11.49,gal
NGC3607,NGC 3607,11.281844,18.051750,10.0,gal
NGC3608,NGC 3608,11.283042,18.148694,10.63,gal
NGC3610,NGC 3610,11.307019,58.786278,10.77,gal
NGC3613,NGC 3613,11.310031,58.000000,10.81,gal
NGC3621,NGC 3621,11.304586,-32.814056,9.55,gal
NGC3623,M065 / NGC 3623,11.315533,13.092361,9.32,gal
NGC3626,NGC 3626,11.334392,18.356833,10.98,gal
NGC3627,M066 / NGC 3627,11.337489,12.991528,8.92,gal
NGC3628,NGC 3628,11.338047,13.589694,9.45,gal
NGC3631,NGC 3631,11.350797,53.169556,10.42,gal
NGC3640,NGC 3640,11.351903,3.234833,10.41,gal
NGC3646,NGC 3646,11.361967,20.169556,11.2,gal
NGC3655,NGC 3655,11.381839,16.590028,11.67,gal
NGC3665,NGC 3665,11.412131,38.762861,10.83,gal
NGC3672,NGC 3672,11.417353,-9.795389,11.34,gal
NGC3673,NGC 3673,11.420236,-26.736722,11.57,gal
NGC3675,NGC 3675,11.435717,43.585917,10.09,gal
NGC3681,NGC 3681,11.441611,16.863194,11.92,gal
NGC3684,NGC 3684,11.453111,17.030167,11.81,gal
NGC3686,NGC 3686,11.462214,17.224194,11.43,gal
NGC3690B,NGC 3690,11.476008,58.562944,11.68,gal
NGC3699,NGC 3699,11.465875,-59.958056,11.3,pn
NGC3705,NGC 3705,11.502072,9.276639,10.97,gal
NGC3706,NGC 3706,11.495675,-36.391306,11.3,gal
NGC3717,NGC 3717,11.525553,-30.307750,11.23,gal
NGC3718,NGC 3718,11.543014,53.067917,10.7,gal
NGC3726,NGC 3726,11.555867,47.029194,10.49,gal
NGC3729,NGC 3729,11.563700,53.125556,11.56,gal
NGC3738,NGC 3738,11.596886,54.523889,11.45,gal
NGC3756,NGC 3756,11.613339,54.293556,11.52,gal
NGC3810,NGC 3810,11.682989,11.471139,10.75,gal
NGC3813,NGC 3813,11.688517,36.546806,11.7,gal
NGC3818,NGC 3818,11.699267,-6.155667,11.75,gal
NGC3842,NGC 3842,11.733931,19.949806,11.84,gal
NGC3872,NGC 3872,11.763628,13.766694,11.71,gal
NGC3877,NGC 3877,11.768806,47.494333,11.0,gal
NGC3882,NGC 3882,11.768486,-56.388139,11.81,gal
NGC3885,NGC 3885,11.779581,-27.922167,11.87,gal
NGC3887,NGC 3887,11.784603,-16.854611,10.93,gal
NGC3892,NGC 3892,11.800275,-10.962056,11.24,gal
NGC3893,NGC 3893,11.810608,48.710833,10.63,gal
NGC3894,NGC 3894,11.813989,59.415667,11.62,gal
NGC3898,NGC 3898,11.820936,56.084361,10.72,gal
NGC3900,NGC 3900,11.819294,27.022028,11.44,gal
NGC3904,NGC 3904,11.820339,-29.276750,10.79,gal
NGC3917,NGC 3917,11.845953,51.824667,11.81,gal
NGC3918,Blue Planetary,11.838319,-57.182333,8.1,pn
NGC3923,NGC 3923,11.850469,-28.806028,9.6,gal
NGC3938,NGC 3938,11.880403,44.120722,10.36,gal
NGC3941,NGC 3941,11.882044,36.986333,10.37,gal
NGC3945,NGC 3945,11.887147,60.675556,10.75,gal
NGC3949,NGC 3949,11.894922,47.858694,10.89,gal
NGC3953,NGC 3953,11.896922,52.326778,10.1,gal
NGC3955,NGC 3955,11.899208,-23.164167,11.84,gal
NGC3962,NGC 3962,11.911139,-13.975028,10.65,gal
NGC3981,NGC 3981,11.935403,-19.896167,11.65,gal
NGC3982,NGC 3982,11.941147,55.125250,11.7,gal
NGC3992,M109 / NGC 3992,11.959994,53.374528,9.88,gal
NGC3998,NGC 3998,11.965592,55.453583,11.33,gal
NGC4013,NGC 4013,11.975383,43.946583,11.31,gal
NGC4024,NGC 4024,11.975347,-18.346833,11.8,gal
NGC4026,NGC 4026,11.990331,50.961694,10.78,gal
NGC4027,NGC 4027,11.991714,-19.265222,11.17,gal
NGC4030,NGC 4030,12.006564,-1.100083,10.51,gal
NGC4033,NGC 4033,12.009650,-17.842611,11.79,gal
NGC4036,NGC 4036,12.024097,61.895778,10.84,gal
NGC4038,Antennae Galaxies,12.031392,-18.867611,10.2,gal
NGC4039,Antennae Galaxies,12.031531,-18.886194,11.04,gal
NGC4041,NGC 4041,12.036722,62.137222,11.08,gal
NGC4045,NGC 4045,12.045067,1.976806,11.81,gal
NGC4050,NGC 4050,12.048319,-16.373611,11.79,gal
NGC4051,NGC 4051,12.052669,44.531333,11.37,gal
NGC4062,NGC 4062,12.067731,31.895806,11.15,gal
NGC4064,NGC 4064,12.069767,18.443417,11.33,gal
NGC4073,NGC 4073,12.074186,1.895972,11.51,gal
NGC4088,NGC 4088,12.092831,50.539028,10.6,gal
NGC4096,NGC 4096,12.100314,47.478444,10.57,gal
NGC4100,NGC 4100,12.102347,49.582694,11.09,gal
NGC4102,NGC 4102,12.106386,52.711083,11.87,gal
NGC4105,NGC 4105,12.111325,-29.760222,10.62,gal
NGC4106,NGC 4106,12.112444,-29.768306,11.3,gal
NGC4111,NGC 4111,12.117536,43.065722,10.81,gal
NGC4119,NGC 4119,12.136006,10.378889,11.5,gal
NGC4123,NGC 4123,12.136419,2.878278,11.39,gal
NGC4125,NGC 4125,12.135006,65.174139,9.71,gal
NGC4128,NGC 4128,12.142314,68.767611,11.96,gal
NGC4136,NGC 4136,12.154914,29.927611,11.9,gal
NGC4138,NGC 4138,12.158272,43.685306,11.8,gal
NGC4144,NGC 4144,12.166278,46.457167,11.61,gal
NGC4145,NGC 4145,12.167089,39.883861,11.22,gal
NGC4150,NGC 4150,12.176014,30.401528,11.69,gal
NGC4151,NGC 4151,12.175717,39.405722,11.48,gal
NGC4157,NGC 4157,12.184547,50.484667,11.29,gal
NGC4162,NGC 4162,12.197908,24.123667,11.7,gal
NGC4168,NGC 4168,12.204797,13.205194,11.45,gal
NGC4178,NGC 4178,12.212903,10.865972,11.43,gal
NGC4179,NGC 4179,12.214475,1.299694,10.93,gal
NGC4189,NGC 4189,12.229797,13.424806,11.84,gal
NGC4192,M098 / NGC 4192,12.230081,14.900333,10.84,gal
NGC4203,NGC 4203,12.251406,33.197333,11.55,gal
NGC4208,NGC 4208,12.260933,13.901500,11.1,gal
NGC4214,NGC 4214,12.260881,36.326889,9.77,gal
NGC4215,NGC 4215,12.265150,6.401139,11.96,gal
NGC4216,NGC 4216,12.265122,13.149389,9.93,gal
NGC4217,NGC 4217,12.264139,47.091778,11.23,gal
NGC4219,NGC 4219,12.274256,-43.324250,11.83,gal
NGC4220,NGC 4220,12.269919,47.883250,11.33,gal
NGC4223,NGC 4223,12.290503,6.690083,11.95,gal
NGC4224,NGC 4224,12.276053,7.462083,11.77,gal
NGC4233,NGC 4233,12.285467,7.624389,11.94,gal
NGC4235,NGC 4235,12.286078,7.191583,11.97,gal
NGC4236,NGC 4236,12.278367,69.462583,9.77,gal
NGC4237,NGC 4237,12.286506,15.323972,11.83,gal
NGC4242,NGC 4242,12.291717,45.619306,11.03,gal
NGC4244,NGC 4244,12.291572,37.807111,10.18,gal
NGC4245,NGC 4245,12.293547,29.608000,11.42,gal
NGC4251,NGC 4251,12.302292,28.175389,10.77,gal
NGC4254,Coma Pinwheel,12.313778,14.416500,9.84,gal
NGC4258,M106 / NGC 4258,12.315972,47.303972,9.29,gal
NGC4260,NGC 4260,12.322844,6.098667,11.55,gal
NGC4261,NGC 4261,12.323117,5.825222,11.11,gal
NGC4262,NGC 4262,12.325158,14.877667,11.46,gal
NGC4267,NGC 4267,12.329233,12.798278,10.89,gal
NGC4273,NGC 4273,12.332244,5.343333,11.8,gal
NGC4274,NGC 4274,12.330719,29.614472,10.42,gal
NGC4278,NGC 4278,12.335228,29.280750,10.21,gal
NGC4281,NGC 4281,12.339311,5.386389,11.31,gal
NGC4291,NGC 4291,12.338389,75.370833,11.42,gal
NGC4293,NGC 4293,12.353581,18.382389,10.17,gal
NGC4298,NGC 4298,12.359100,14.606167,11.35,gal
NGC4302,NGC 4302,12.361800,14.598306,11.54,gal
NGC4303,M061 / NGC 4303,12.365250,4.473639,10.25,gal
NGC4304,NGC 4304,12.370200,-33.484500,11.77,gal
NGC4312,NGC 4312,12.375378,15.537917,11.7,gal
NGC4314,NGC 4314,12.375506,29.895889,10.57,gal
NGC4321,M100 / NGC 4321,12.381897,15.821806,9.47,gal
NGC4324,NGC 4324,12.385050,5.250333,11.5,gal
NGC4339,NGC 4339,12.393042,6.081750,11.41,gal
NGC4340,NGC 4340,12.393136,16.722361,11.15,gal
NGC4350,NGC 4350,12.399408,16.693417,10.87,gal
NGC4361,NGC 4361,12.408544,-18.784833,10.9,pn
NGC4365,NGC 4365,12.407856,7.317667,9.43,gal
NGC4369,NGC 4369,12.410056,39.383000,11.69,gal
NGC4371,NGC 4371,12.415397,11.704222,10.83,gal
NGC4373,NGC 4373,12.421617,-39.759722,10.92,gal
NGC4374,M084 / NGC 4374,12.417706,12.886972,9.79,gal
NGC4377,NGC 4377,12.420094,14.762167,11.8,gal
NGC4378,NGC 4378,12.421694,4.925139,11.29,gal
NGC4379,NGC 4379,12.420761,15.607472,11.63,gal
NGC4380,NGC 4380,12.422825,10.016806,11.29,gal
NGC4382,M085 / NGC 4382,12.423364,18.191500,9.05,gal
NGC4386,NGC 4386,12.407875,75.528917,11.69,gal
NGC4388,NGC 4388,12.429653,12.662083,11.02,gal
NGC4394,NGC 4394,12.432092,18.214056,11.03,gal
NGC4395,NGC 4395,12.430239,33.546917,10.29,gal
NGC4402,NGC 4402,12.435458,13.113333,11.78,gal
NGC4406,M086 / NGC 4406,12.436594,12.946222,8.86,gal
NGC4414,NGC 4414,12.440861,31.223528,10.2,gal
NGC4416,NGC 4416,12.446311,7.919000,11.57,gal
NGC4417,NGC 4417,12.447392,9.584250,11.22,gal
NGC4419,NGC 4419,12.449011,15.047389,11.06,gal
NGC4421,NGC 4421,12.450706,15.461472,11.42,gal
NGC4424,NGC 4424,12.453225,9.420667,11.68,gal
NGC4425,NGC 4425,12.453703,12.734722,11.95,gal
NGC4429,NGC 4429,12.457364,11.107722,10.08,gal
NGC4435,Eyes,12.461247,13.078944,10.96,gal
NGC4438,Eyes,12.462664,13.008833,10.92,gal
NGC4440,NGC 4440,12.464881,12.293278,11.81,gal
NGC4442,NGC 4442,12.467744,9.803722,10.6,gal
NGC4448,NGC 4448,12.470953,28.620306,11.11,gal
NGC4449,NGC 4449,12.469750,44.093639,9.64,gal
NGC4450,NGC 4450,12.474897,17.084944,10.87,gal
NGC4452,NGC 4452,12.478697,11.755028,11.9,gal
NGC4454,NGC 4454,12.480764,-1.939194,11.93,gal
NGC4457,NGC 4457,12.483058,3.570583,10.57,gal
NGC4459,NGC 4459,12.483336,13.978361,10.25,gal
NGC4461,NGC 4461,12.484169,13.183750,11.02,gal
NGC4462,NGC 4462,12.489228,-23.166361,11.85,gal
NGC4469,NGC 4469,12.491119,8.749917,11.04,gal
NGC4472,M049 / NGC 4472,12.496322,8.000472,8.28,gal
NGC4473,NGC 4473,12.496908,13.429361,10.09,gal
NGC4474,NGC 4474,12.498208,14.068583,11.56,gal
NGC4477,NGC 4477,12.500611,13.636611,10.31,gal
NGC4478,NGC 4478,12.504839,12.328556,11.44,gal
NGC4486,Virgo Galaxy,12.513728,12.391111,9.0,gal
NGC4487,NGC 4487,12.517906,-8.053917,11.45,gal
NGC4490,NGC 4490,12.510067,41.643889,9.72,gal
NGC4492,NGC 4492,12.516586,8.077861,11.99,gal
NGC4494,NGC 4494,12.523361,25.775250,9.8,gal
NGC4496A,NGC 4496,12.527558,3.939472,11.59,gal
NGC4501,M088 / NGC 4501,12.533100,14.420389,10.33,gal
NGC4503,NGC 4503,12.535064,11.176417,10.97,gal
NGC4504,NGC 4504,12.538181,-7.563444,11.61,gal
NGC4517,NGC 4517,12.545997,0.115028,10.48,gal
NGC4519,NGC 4519,12.558403,8.654750,12.0,gal
NGC4526,NGC 4526,12.567525,7.699528,9.59,gal
NGC4527,NGC 4527,12.569006,2.653667,10.5,gal
NGC4528,NGC 4528,12.568353,11.321250,11.97,gal
NGC4532,NGC 4532,12.572036,6.467694,11.92,gal
NGC4535,NGC 4535,12.572308,8.197750,9.89,gal
NGC4536,NGC 4536,12.574181,2.188139,10.48,gal
NGC4546,NGC 4546,12.591531,-3.793194,10.57,gal
NGC4548,M091 / NGC 4548,12.590681,14.496333,10.96,gal
NGC4551,NGC 4551,12.593875,12.263972,11.98,gal
NGC4552,M089 / NGC 4552,12.594392,12.556333,10.08,gal
NGC4559,NGC 4559,12.599347,27.960000,9.92,gal
NGC4564,NGC 4564,12.607494,11.439278,11.26,gal
NGC4565,Needle Galaxy,12.605772,25.987667,10.86,gal
NGC4567,Butterfly Galaxies,12.609086,11.258000,11.32,gal
NGC4568,Butterfly Galaxies,12.609517,11.238889,10.8,gal
NGC4569,M090 / NGC 4569,12.613831,13.162944,9.54,gal
NGC4570,NGC 4570,12.614833,7.246639,11.11,gal
NGC4571,NGC 4571,12.615661,14.217361,11.29,gal
NGC4578,NGC 4578,12.625156,9.555083,11.4,gal
NGC4579,M058 / NGC 4579,12.628756,11.818194,10.3,gal
NGC4586,NGC 4586,12.641222,4.319083,11.58,gal
NGC4589,NGC 4589,12.623608,74.191917,10.74,gal
NGC4592,NGC 4592,12.655206,-0.532000,11.88,gal
NGC4593,NGC 4593,12.660953,-5.344250,11.43,gal
NGC4594,Sombrero Galaxy,12.666508,-11.623056,8.59,gal
NGC4596,NGC 4596,12.665542,10.176139,10.46,gal
NGC4602,NGC 4602,12.676903,-5.133000,11.75,gal
NGC4603,NGC 4603,12.682003,-40.976389,11.67,gal
NGC4605,NGC 4605,12.666494,61.609194,10.26,gal
NGC4606,NGC 4606,12.682650,11.912222,11.9,gal
NGC4608,NGC 4608,12.687025,10.155667,11.08,gal
NGC4618,NGC 4618,12.692458,41.150778,10.78,gal
NGC4621,M059 / NGC 4621,12.700622,11.647028,9.56,gal
NGC4631,Whale Galaxy,12.702225,32.541500,9.24,gal
NGC4632,NGC 4632,12.708897,-0.082611,11.86,gal
NGC4636,NGC 4636,12.713842,2.687778,9.99,gal
NGC4638,NGC 4638,12.713172,11.442500,11.12,gal
NGC4639,NGC 4639,12.714553,13.257389,11.6,gal
NGC4643,NGC 4643,12.722261,1.978278,10.65,gal
NGC4645,NGC 4645,12.736108,-41.749944,11.83,gal
NGC4647,NGC 4647,12.725642,11.581861,11.6,gal
NGC4649,M060 / NGC 4649,12.727772,11.552694,8.79,gal
NGC4650,NGC 4650,12.738775,-40.731806,11.8,gal
NGC4651,Umbrella Galaxy,12.728508,16.393389,10.82,gal
NGC4654,NGC 4654,12.732383,13.126667,10.49,gal
NGC4656 NED01,NGC 4656,12.732686,32.170250,10.47,gal
NGC4660,NGC 4660,12.742217,11.190528,11.27,gal
NGC4664,NGC 4664,12.751664,3.055778,10.5,gal
NGC4666,NGC 4666,12.752386,-0.461889,10.75,gal
NGC4684,NGC 4684,12.788200,-2.727417,11.55,gal
NGC4689,NGC 4689,12.795989,13.762806,10.93,gal
NGC4691,NGC 4691,12.803786,-3.332722,10.99,gal
NGC4696,NGC 4696,12.813681,-41.310833,10.3,gal
NGC4697,NGC 4697,12.809967,-5.800750,9.37,gal
NGC4698,NGC 4698,12.806364,8.487389,10.65,gal
NGC4699,NGC 4699,12.817286,-8.664861,9.53,gal
NGC4709,NGC 4709,12.834411,-41.381972,11.1,gal
NGC4710,NGC 4710,12.827453,15.165444,10.71,gal
NGC4713,NGC 4713,12.832742,5.311417,11.73,gal
NGC4725,NGC 4725,12.840717,25.500806,9.38,gal
NGC4731,NGC 4731,12.850303,-6.393056,11.42,gal
NGC4733,NGC 4733,12.851883,10.912083,11.76,gal
NGC4736,M094 / NGC 4736,12.848072,41.120444,8.24,gal
NGC4742,NGC 4742,12.863344,-10.454722,11.2,gal
NGC4753,NGC 4753,12.872808,-1.199694,9.66,gal
NGC4754,NGC 4754,12.871528,11.313889,10.48,gal
NGC4760,NGC 4760,12.885342,-10.494194,11.58,gal
NGC4762,NGC 4762,12.882236,11.230806,10.17,gal
NGC4767,NGC 4767,12.898042,-39.714306,11.51,gal
NGC4772,NGC 4772,12.891433,2.168389,11.34,gal
NGC4775,NGC 4775,12.896028,-6.622167,11.56,gal
NGC4781,NGC 4781,12.906597,-10.537194,11.39,gal
NGC4786,NGC 4786,12.909006,-6.859417,11.71,gal
NGC4793,NGC 4793,12.911283,28.938667,11.64,gal
NGC4802,NGC 4802,12.930456,-12.055306,11.34,gal
NGC4808,NGC 4808,12.930264,4.304111,11.79,gal
NGC4818,NGC 4818,12.946917,-8.525306,11.34,gal
NGC4825,NGC 4825,12.953400,-13.664833,11.56,gal
NGC4826,Black Eye Galaxy,12.945456,21.682972,8.52,gal
NGC4835,NGC 4835,12.968844,-46.264222,11.81,gal
NGC4845,NGC 4845,12.966997,1.575833,10.97,gal
NGC4856,NGC 4856,12.989242,-15.042167,10.62,gal
NGC4866,NGC 4866,12.990872,14.171056,11.08,gal
NGC4874,NGC 4874,12.993253,27.959278,11.83,gal
NGC4889,NGC 4889,13.002258,27.977000,11.45,gal
NGC4900,NGC 4900,13.010864,2.501444,11.36,gal
NGC4902,NGC 4902,13.016592,-14.513639,11.26,gal
NGC4904,NGC 4904,13.016294,-0.027611,11.96,gal
